Date,Sero_NYC median,Sero_NYC 95%lower,Sero_NYC 95%upper,preg_median0.1,preg_upper0.1,preg_lower0.1,Expo_NYC median,Expo_NYC 95%lower,Expo_NYC 95%upper,preg obs,adj_sero_NYC_median,adj_sero_NYC_lower,adj_sero_NYC_upper
20/02/2020,0,0,0,,,,0.002088431,0.001838346,0.002375396,,,,
21/02/2020,3.07E-05,2.33E-05,3.95E-05,,,,0.002645357,0.002328582,0.003008847,,,,
22/02/2020,4.59E-05,3.55E-05,5.84E-05,,,,0.003542638,0.003118416,0.004029421,,,,
23/02/2020,4.58E-05,3.54E-05,5.83E-05,,,,0.004486343,0.003949115,0.005102798,,,,
24/02/2020,4.56E-05,3.54E-05,5.82E-05,,,,0.005677597,0.00499772,0.006457739,,,,
25/02/2020,4.56E-05,3.49E-05,5.77E-05,,,,0.007441314,0.006550236,0.008463802,,,,
26/02/2020,4.51E-05,3.46E-05,5.71E-05,,,,0.009266966,0.008157271,0.010540312,,,,
27/02/2020,4.48E-05,3.44E-05,5.73E-05,,,,0.011649677,0.010254658,0.013250423,,,,
28/02/2020,7.55E-05,5.86E-05,9.51E-05,,,,0.014852551,0.013073996,0.016893395,,,,
29/02/2020,7.50E-05,5.84E-05,9.47E-05,,,,0.018380541,0.016179519,0.020906155,,,,
01/03/2020,9.03E-05,7.00E-05,0.000113729,,,,0.022264651,0.019598517,0.025323969,,,,
02/03/2020,8.95E-05,7.01E-05,0.000113969,,,,0.026535898,0.023358293,0.030182115,,,,
03/03/2020,0.000104249,8.19E-05,0.000131223,,,,0.032974261,0.029025679,0.037505154,,,,
04/03/2020,0.000241486,0.000187722,0.000305825,,,,0.040094363,0.035293166,0.045603607,,,,
05/03/2020,0.000270708,0.000213842,0.000342887,,,,0.047973838,0.042229095,0.054565777,,,,
06/03/2020,0.000424652,0.000334011,0.000533643,,,,0.057123922,0.05028348,0.064973145,,,,
07/03/2020,0.000499012,0.000393791,0.000631332,,,,0.066600521,0.05862528,0.075751895,,,,
08/03/2020,0.000575317,0.000457823,0.000724045,,,,0.075644865,0.066586588,0.086038995,,,,
09/03/2020,0.000772578,0.00060836,0.000969355,,,,0.084551082,0.074426308,0.096168988,,,,
10/03/2020,0.001155316,0.000912485,0.001451001,,,,0.096355674,0.084817331,0.109595614,,,,
11/03/2020,0.001547474,0.001216108,0.001935138,,,,0.108549853,0.095551289,0.123465357,,,,
12/03/2020,0.002048807,0.001613919,0.002581905,,,,0.120110912,0.105727941,0.136614986,,,,
13/03/2020,0.002585929,0.00205134,0.003252705,,,,0.130247936,0.114651082,0.148144908,,,,
14/03/2020,0.0034682,0.002749712,0.004335041,,,,0.141115252,0.124217066,0.160505469,,,,
15/03/2020,0.00438955,0.003472111,0.005545152,,,,0.15049581,0.132474326,0.171174981,,,,
16/03/2020,0.005564754,0.004360776,0.007021873,,,,0.160156902,0.140978527,0.182163574,,,,
17/03/2020,0.007274895,0.005739653,0.009156965,,,,0.172130624,0.151518427,0.195782569,,,,
18/03/2020,0.009051919,0.00712966,0.011300491,,,,0.183439481,0.161473078,0.208645341,,,,
19/03/2020,0.01136522,0.008990737,0.014225247,,,,0.193384867,0.170227529,0.219957292,,,,
20/03/2020,0.014552825,0.011423281,0.018237034,,,,0.202571374,0.178313976,0.230406089,,,,
21/03/2020,0.017945457,0.014193557,0.0223716,,,,0.210750342,0.185513534,0.239708904,,,,
22/03/2020,0.02173651,0.017061024,0.027396762,,,,0.217455706,0.191415947,0.247335631,,,,
23/03/2020,0.02590722,0.020637856,0.032497164,,,,0.22433254,0.197469298,0.25515739,,,,
24/03/2020,0.032089377,0.025272828,0.040381293,,,,0.231411952,0.203700969,0.263209563,,,,
25/03/2020,0.039149403,0.030904527,0.048961608,,,,0.237048098,0.208662201,0.269620155,,,,
26/03/2020,0.046640408,0.037272659,0.058637323,,,,0.242234414,0.213227469,0.275519106,,,,
27/03/2020,0.05571543,0.044264398,0.070421668,,,,0.246753374,0.217205295,0.280659003,,0.069,0.05,0.089
28/03/2020,0.064590365,0.051202965,0.081876533,,,,0.25138137,0.2212791,0.285922917,,,,
29/03/2020,0.073472753,0.057909926,0.09248979,,,,0.254658442,0.224163752,0.289650282,,,,
30/03/2020,0.08193223,0.065128374,0.101916493,,,,0.257671633,0.226816121,0.293077507,,,,
31/03/2020,0.093005273,0.07328168,0.117366243,,,,0.26110436,0.229837788,0.296981914,,,,
01/04/2020,0.105067577,0.083071823,0.130846275,,,,0.264397466,0.232736553,0.300727516,,,,
02/04/2020,0.115982204,0.091423856,0.14469266,,,,0.266820803,0.234869702,0.303483836,,,,
03/04/2020,0.125442919,0.099242275,0.157007881,,,,0.268964602,0.236756786,0.305922208,,,,
04/04/2020,0.135768256,0.10734677,0.16931961,,,,0.271512398,0.23899949,0.308820089,,,,
05/04/2020,0.144098775,0.113445802,0.180735063,,,,0.273143662,0.240435414,0.3106755,,,,
06/04/2020,0.152645393,0.121169016,0.192762562,,,,0.274821577,0.241912404,0.312583972,,,,
07/04/2020,0.164516877,0.129780877,0.205223731,,,,0.276515074,0.243403108,0.314510167,,,,
08/04/2020,0.174484018,0.137543285,0.21864617,,,,0.278022168,0.244729732,0.316224346,,,,
09/04/2020,0.184192853,0.145561003,0.228690117,,,,0.279187471,0.245755493,0.317549771,,,,
10/04/2020,0.192349514,0.152543048,0.240987821,,,,0.280337258,0.246767596,0.318857546,,,,
11/04/2020,0.199207248,0.158067678,0.249578459,,,,0.281300609,0.247615588,0.319953268,,0.209,0.165,0.259
12/04/2020,0.205859067,0.161633317,0.257146168,,,,0.282201821,0.248408883,0.320978314,,,,
13/04/2020,0.211441922,0.168483114,0.26306823,,,,0.283025354,0.2491338,0.321915006,,,,
14/04/2020,0.217499712,0.171914398,0.270872931,,,,0.28381782,0.24983137,0.322816362,,,,
15/04/2020,0.221740305,0.17699375,0.276980592,,,,0.284470447,0.250405846,0.323558664,,,,
16/04/2020,0.225691967,0.17971164,0.281074557,,,,0.285185236,0.251035041,0.32437167,,,,
17/04/2020,0.228616072,0.183213673,0.285721604,,,,0.285666946,0.251459068,0.324919571,,,,
18/04/2020,0.232847302,0.185067744,0.288122855,,,,0.286241896,0.251965169,0.325573522,,,,
19/04/2020,0.234104156,0.187323851,0.293174352,,,,0.28683239,0.252484952,0.326245154,,,,
20/04/2020,0.235669829,0.189203135,0.294141149,0.168421053,0.305263158,0.052631579,0.287174257,0.252785882,0.326633996,0.168421053,,,
21/04/2020,0.238449671,0.190131822,0.297295368,,,,0.287811378,0.25334671,0.327358662,,,,
22/04/2020,0.241129256,0.193261552,0.299682698,,,,0.288230949,0.253716038,0.327835886,,,,
23/04/2020,0.241611062,0.194124517,0.301110756,,,,0.288666063,0.254099048,0.328330787,,,,
24/04/2020,0.243566372,0.193833533,0.302072516,,,,0.28908564,0.254468382,0.328808016,,,,
25/04/2020,0.244581613,0.19597658,0.302520451,,,,0.289365359,0.254714606,0.329126171,,,,
26/04/2020,0.24399078,0.1942157,0.30529241,,,,0.28964508,0.25496083,0.329444327,,,,
27/04/2020,0.245670383,0.196524164,0.30272976,0.12,0.266666667,0,0.289816021,0.255111302,0.329638757,0.12,,,
28/04/2020,0.246260436,0.195633117,0.303656593,,,,0.290064663,0.25533017,0.329921564,,,,
29/04/2020,0.246672545,0.197306687,0.303882132,,,,0.290422088,0.255644794,0.330328102,,,,
30/04/2020,0.245512636,0.197486612,0.303845183,,,,0.290624112,0.255822626,0.330557885,,,,
01/05/2020,0.245666086,0.196641938,0.30411944,,,,0.290748434,0.255932061,0.33069929,,,,
02/05/2020,0.246471081,0.196332783,0.304409039,,,,0.29099708,0.256150932,0.330982102,,0.232,0.2,0.263
03/05/2020,0.244875298,0.195911494,0.303874806,,,,0.291152484,0.256287727,0.33115886,,,,
04/05/2020,0.245113909,0.195662363,0.302969736,0.205128205,0.384615385,0.038461538,0.291323429,0.256438202,0.331353294,0.205128205,,,
05/05/2020,0.244693,0.19700253,0.303034544,,,,0.291603158,0.256684434,0.33167146,,,,
